student_id,archetype,t,true_state,state_name,concept_coverage,semantic_correctness,misconception_score,explanation_depth,response_effort,attention,confidence,difficulty
168,strong,4,4,Confident,1.0,0.8257,0.0,0.9696,0.8195,0.6805,0.6909,0.4006
169,strong,0,4,Confident,0.9121,0.7384,0.0,0.5545,0.6181,0.6805,0.7899,0.4701
169,strong,1,4,Confident,0.8632,0.9009,0.0263,0.848,0.7837,0.8159,1.0,0.3684
169,strong,2,4,Confident,0.917,0.7708,0.0946,0.635,0.6171,0.8447,0.9797,0.3153
169,strong,3,4,Confident,0.9174,0.8672,0.0,0.8976,0.873,0.7918,0.8348,0.4569
169,strong,4,4,Confident,0.8876,0.8984,0.0402,0.7016,0.7954,0.795,1.0,0.3525
169,strong,5,4,Confident,0.9529,0.8808,0.1809,0.7371,0.7726,0.7871,0.8576,0.1349
169,strong,6,4,Confident,0.9218,0.9785,0.049,0.7506,0.8447,0.6968,0.991,0.3908
169,strong,7,4,Confident,0.9177,0.8014,0.0609,0.8456,0.6828,0.9733,0.9254,0.134
170,disengaged,0,0,Not Trying,0.0,0.2988,0.2825,0.1711,0.2183,0.3582,0.3724,0.5428
170,disengaged,1,0,Not Trying,0.1236,0.0758,0.1732,0.225,0.0352,0.1593,0.362,0.4155
170,disengaged,2,0,Not Trying,0.1648,0.1049,0.1018,0.0,0.2132,0.3109,0.2687,0.3466
170,disengaged,3,0,Not Trying,0.107,0.1689,0.1109,0.0754,0.1511,0.1946,0.3585,0.3717
170,disengaged,4,0,Not Trying,0.0216,0.1704,0.1566,0.0007,0.0609,0.1994,0.1812,0.557
171,hardworking_struggler,0,1,Unclear,0.0763,0.2707,0.4889,0.7981,0.4934,0.6348,0.4182,0.5898
171,hardworking_struggler,1,1,Unclear,0.1399,0.2289,0.2226,0.4171,0.3431,0.5131,0.348,0.5537
171,hardworking_struggler,2,1,Unclear,0.188,0.2095,0.2996,0.1702,0.4193,0.5859,0.1818,0.6614
171,hardworking_struggler,3,3,Understanding,0.6019,0.7427,0.1306,0.7811,0.7355,0.6939,0.6587,0.4606
171,hardworking_struggler,4,3,Understanding,0.5681,0.8243,0.2266,0.5247,0.6639,0.7207,0.4997,0.2073
171,hardworking_struggler,5,3,Understanding,0.6644,0.5559,0.1377,0.7895,0.8011,0.7335,0.4107,0.543
171,hardworking_struggler,6,3,Understanding,0.7424,0.8936,0.0375,0.305,0.5736,0.8132,0.6535,0.292
171,hardworking_struggler,7,3,Understanding,0.6645,0.5754,0.1721,0.6006,0.6247,0.6514,0.6842,0.4555
171,hardworking_struggler,8,4,Confident,0.898,0.8428,0.0,0.7124,0.7026,1.0,0.6747,0.1955
172,fast_learner,0,1,Unclear,0.2192,0.3265,0.4315,0.5173,0.5189,0.4822,0.3436,0.7061
172,fast_learner,1,3,Understanding,0.6153,0.7937,0.1407,0.6446,0.5475,0.7581,0.4039,0.3744
172,fast_learner,2,3,Understanding,0.7287,0.888,0.1772,0.8238,0.7774,0.8963,0.8914,0.3549
172,fast_learner,3,2,Struggling but Trying,0.5169,0.4996,0.322,0.5202,0.6784,1.0,0.257,0.8392
172,fast_learner,4,2,Struggling but Trying,0.2921,0.4169,0.2337,0.6178,0.706,0.7889,0.2105,1.0
172,fast_learner,5,2,Struggling but Trying,0.4999,0.4459,0.2347,0.7795,0.52,0.8362,0.2425,0.6973
173,fast_learner,0,1,Unclear,0.2185,0.341,0.2141,0.4816,0.2787,0.4691,0.273,0.6894
173,fast_learner,1,1,Unclear,0.4973,0.4246,0.4588,0.506,0.3799,0.7041,0.453,0.7187
173,fast_learner,2,3,Understanding,0.5179,0.7292,0.0,0.455,0.7231,0.6052,0.6491,0.468
173,fast_learner,3,3,Understanding,0.6096,0.7899,0.1111,0.7029,0.5564,0.7268,0.7926,0.5761
173,fast_learner,4,4,Confident,0.8254,0.7511,0.0,0.6321,0.7334,0.8823,0.7479,0.2382
173,fast_learner,5,3,Understanding,0.8055,0.6388,0.0625,0.5485,0.5635,0.8188,0.6324,0.4571
173,fast_learner,6,3,Understanding,0.8332,0.5354,0.1848,0.6771,0.6446,0.7926,0.4256,0.6401
174,inconsistent,0,1,Unclear,0.0797,0.3186,0.3017,0.141,0.4432,0.666,0.3464,0.6603
174,inconsistent,1,3,Understanding,0.698,0.5918,0.0547,0.6144,0.7298,0.7512,0.6773,0.2518
174,inconsistent,2,3,Understanding,0.7003,0.9553,0.0812,0.6888,1.0,0.7752,0.6412,0.3217
174,inconsistent,3,4,Confident,0.7641,0.8927,0.0026,0.7773,0.5791,0.9746,0.8139,0.092
174,inconsistent,4,1,Unclear,0.1996,0.3835,0.4341,0.3569,0.0864,0.5904,0.3369,0.6572
174,inconsistent,5,2,Struggling but Trying,0.289,0.5192,0.1636,0.5157,0.7688,0.9396,0.2935,0.9387
175,inconsistent,0,3,Understanding,0.7272,0.6263,0.2399,0.5685,0.5919,0.7804,0.5608,0.4511
175,inconsistent,1,3,Understanding,0.7117,0.7121,0.1405,0.4468,0.747,0.7708,0.7661,0.5288
175,inconsistent,2,3,Understanding,0.8032,0.6707,0.1447,0.6127,0.7554,0.7011,0.8642,0.7123
175,inconsistent,3,3,Understanding,0.8541,0.5461,0.0,0.6114,0.7049,0.7242,0.4365,0.5997
175,inconsistent,4,1,Unclear,0.3781,0.4586,0.3726,0.1988,0.3587,0.7737,0.3042,0.6409
175,inconsistent,5,3,Understanding,0.8174,0.6152,0.0939,0.5898,0.7084,0.8935,0.5455,0.5917
175,inconsistent,6,3,Understanding,0.9326,0.7319,0.1103,0.719,0.6595,0.5166,0.6187,0.4167
175,inconsistent,7,1,Unclear,0.2427,0.1433,0.3152,0.3292,0.3616,0.4466,0.3389,0.5981
175,inconsistent,8,3,Understanding,0.7058,0.61,0.1468,0.6814,0.6801,1.0,0.6317,0.4137
175,inconsistent,9,1,Unclear,0.1529,0.4186,0.2814,0.2318,0.2854,0.372,0.1224,0.6398
176,disengaged,0,1,Unclear,0.3251,0.4024,0.5383,0.2883,0.3576,0.4985,0.5507,0.7003
176,disengaged,1,2,Struggling but Trying,0.5088,0.4184,0.3533,0.5997,0.7273,0.8736,0.2066,0.7712
176,disengaged,2,2,Struggling but Trying,0.7362,0.5156,0.2404,0.3846,0.9066,0.7545,0.2971,0.7937
176,disengaged,3,1,Unclear,0.3134,0.352,0.3659,0.3278,0.3904,0.5552,0.4923,0.7073
176,disengaged,4,1,Unclear,0.2356,0.4254,0.1713,0.0863,0.4602,0.6976,0.1855,0.7131
177,fast_learner,0,3,Understanding,0.5893,0.6699,0.1055,0.5149,0.7948,0.6957,0.5952,0.4867
177,fast_learner,1,4,Confident,0.9637,0.7567,0.0,0.7628,0.7572,0.6387,0.6696,0.2737
177,fast_learner,2,4,Confident,0.7347,0.9465,0.0,0.938,0.7534,0.8383,0.8225,0.0
177,fast_learner,3,4,Confident,0.8674,0.8865,0.0,0.7936,0.6153,0.8305,0.8475,0.3467
177,fast_learner,4,4,Confident,0.9259,0.936,0.015,1.0,0.6037,0.7314,0.9672,0.3479
178,disengaged,0,1,Unclear,0.4089,0.3296,0.4746,0.056,0.3808,0.4267,0.4244,0.7412
178,disengaged,1,0,Not Trying,0.0,0.1443,0.082,0.1094,0.1787,0.2196,0.1341,0.514
178,disengaged,2,1,Unclear,0.4146,0.0526,0.3563,0.4119,0.3281,0.4402,0.3153,0.7718
178,disengaged,3,0,Not Trying,0.1689,0.1444,0.0065,0.1849,0.0,0.1278,0.2257,0.7787
178,disengaged,4,2,Struggling but Trying,0.2345,0.4418,0.3456,0.6441,1.0,0.9829,0.4244,0.6341
179,disengaged,0,1,Unclear,0.1248,0.3035,0.3267,0.3877,0.3034,0.3352,0.1415,0.7272
179,disengaged,1,0,Not Trying,0.0,0.1033,0.1388,0.2169,0.0,0.2116,0.4246,0.3991
179,disengaged,2,1,Unclear,0.2462,0.2189,0.3668,0.3038,0.4166,0.3457,0.3513,0.8796
179,disengaged,3,1,Unclear,0.2866,0.478,0.2323,0.3541,0.292,0.5369,0.2496,0.4772
179,disengaged,4,1,Unclear,0.3223,0.3788,0.3903,0.326,0.3985,0.5688,0.3143,0.7108
179,disengaged,5,3,Understanding,0.7142,0.7043,0.1303,0.6239,0.6478,0.7771,0.5843,0.4311
179,disengaged,6,1,Unclear,0.2608,0.4084,0.3288,0.059,0.4208,0.5156,0.2209,0.8005
179,disengaged,7,3,Understanding,0.8045,0.6943,0.0,0.6714,0.6513,0.6776,0.5541,0.4335
180,hardworking_struggler,0,1,Unclear,0.2256,0.2768,0.2372,0.3925,0.1942,0.5174,0.2741,0.6317
180,hardworking_struggler,1,2,Struggling but Trying,0.388,0.5009,0.3235,0.4557,0.7391,0.9155,0.1839,0.7492
180,hardworking_struggler,2,1,Unclear,0.1447,0.3761,0.2955,0.154,0.5089,0.6196,0.0988,0.5083
180,hardworking_struggler,3,1,Unclear,0.2215,0.5001,0.4116,0.3359,0.2274,0.5639,0.1842,0.8697
180,hardworking_struggler,4,2,Struggling but Trying,0.3675,0.5805,0.5242,0.5239,0.816,0.7439,0.4111,0.5541
180,hardworking_struggler,5,0,Not Trying,0.0544,0.3299,0.0,0.0163,0.2146,0.1686,0.2777,0.3917
181,inconsistent,0,1,Unclear,0.2618,0.2712,0.302,0.2457,0.3442,0.4313,0.212,0.7111
181,inconsistent,1,1,Unclear,0.2628,0.289,0.3377,0.0539,0.3333,0.448,0.2287,0.6022
181,inconsistent,2,2,Struggling but Trying,0.5492,0.6092,0.2072,0.4878,0.6909,0.9052,0.4189,0.7621
181,inconsistent,3,1,Unclear,0.1904,0.4864,0.3498,0.1973,0.3224,0.6602,0.2947,0.8234
181,inconsistent,4,3,Understanding,0.6234,0.766,0.0326,0.7487,0.7422,0.6364,0.6407,0.3787
181,inconsistent,5,1,Unclear,0.4388,0.3129,0.4034,0.3029,0.3529,0.4785,0.2385,0.7436
181,inconsistent,6,1,Unclear,0.1595,0.4514,0.3599,0.2726,0.5108,0.2613,0.5155,0.5856
182,hardworking_struggler,0,1,Unclear,0.3814,0.5356,0.3279,0.3403,0.3568,0.725,0.0753,0.749
182,hardworking_struggler,1,2,Struggling but Trying,0.2144,0.4639,0.4848,0.4713,0.8449,0.9558,0.3983,0.7657
182,hardworking_struggler,2,2,Struggling but Trying,0.3784,0.5907,0.3061,0.5941,0.766,1.0,0.344,0.9587
182,hardworking_struggler,3,2,Struggling but Trying,0.6194,0.3775,0.3185,0.5028,0.7667,0.9589,0.4492,0.9086
182,hardworking_struggler,4,2,Struggling but Trying,0.3677,0.5016,0.2961,0.5277,0.635,0.9558,0.3528,0.9354
183,inconsistent,0,3,Understanding,0.7367,0.8928,0.1452,0.7582,0.7832,0.7899,0.6742,0.5212
183,inconsistent,1,4,Confident,0.7448,0.8747,0.0316,0.753,0.9055,0.7047,0.6687,0.3534
183,inconsistent,2,3,Understanding,0.5072,0.7908,0.1359,0.7067,0.6469,0.57,0.4958,0.4146
183,inconsistent,3,2,Struggling but Trying,0.4807,0.4538,0.3185,0.5686,0.7964,0.8649,0.3553,0.7739
183,inconsistent,4,3,Understanding,0.4571,0.7647,0.135,0.7177,0.5456,0.7089,0.5081,0.5468
183,inconsistent,5,4,Confident,0.7871,0.9034,0.0,0.6886,0.8588,0.9232,0.9439,0.3603
183,inconsistent,6,4,Confident,0.8595,0.7852,0.0668,0.7367,0.698,0.878,1.0,0.3018
183,inconsistent,7,2,Struggling but Trying,0.3794,0.3162,0.3715,0.4574,0.7172,0.5699,0.2831,0.5547
183,inconsistent,8,1,Unclear,0.2105,0.359,0.474,0.3812,0.1553,0.579,0.3645,0.6873
184,inconsistent,0,2,Struggling but Trying,0.4318,0.6184,0.2296,0.4264,0.7426,0.653,0.176,0.7052
184,inconsistent,1,2,Struggling but Trying,0.4461,0.5179,0.087,0.6026,0.7612,0.7136,0.4234,0.7721
184,inconsistent,2,3,Understanding,0.7332,0.8197,0.0972,0.5459,0.6787,0.8611,0.4906,0.5252
184,inconsistent,3,2,Struggling but Trying,0.4742,0.4436,0.2433,0.7328,0.5809,0.8631,0.6251,0.8391
184,inconsistent,4,3,Understanding,0.5718,0.6248,0.1358,0.6771,0.5474,0.6365,0.5445,0.4265
185,hardworking_struggler,0,1,Unclear,0.3136,0.3459,0.2604,0.2565,0.255,0.5385,0.699,0.7716
185,hardworking_struggler,1,2,Struggling but Trying,0.3835,0.3657,0.3734,0.6315,0.6941,0.9577,0.4027,0.8507
185,hardworking_struggler,2,2,Struggling but Trying,0.4323,0.4045,0.2854,0.651,0.689,0.8572,0.2592,0.8514
185,hardworking_struggler,3,0,Not Trying,0.0,0.1276,0.1931,0.0,0.0,0.191,0.5773,0.4126
185,hardworking_struggler,4,1,Unclear,0.276,0.291,0.3661,0.2463,0.3071,0.284,0.3468,0.8169
185,hardworking_struggler,5,2,Struggling but Trying,0.5591,0.558,0.294,0.4746,0.6916,0.6088,0.3653,0.769
185,hardworking_struggler,6,2,Struggling but Trying,0.5028,0.4135,0.1561,0.5252,0.8474,0.7713,0.4705,0.7265
185,hardworking_struggler,7,2,Struggling but Trying,0.2903,0.6604,0.1888,0.6452,0.7173,0.7849,0.3687,0.7832
185,hardworking_struggler,8,2,Struggling but Trying,0.5558,0.6408,0.3332,0.7556,0.7612,0.9401,0.4557,0.6786
186,hardworking_struggler,0,1,Unclear,0.2913,0.4365,0.3477,0.0,0.5514,0.4613,0.243,0.5539
186,hardworking_struggler,1,1,Unclear,0.1937,0.2763,0.2818,0.3636,0.5936,0.6067,0.4959,0.6509
186,hardworking_struggler,2,1,Unclear,0.2368,0.3605,0.3926,0.2209,0.2989,0.6111,0.4917,0.7088
186,hardworking_struggler,3,1,Unclear,0.2204,0.2059,0.3575,0.3306,0.3175,0.5314,0.4042,0.7334
186,hardworking_struggler,4,1,Unclear,0.2247,0.391,0.5079,0.2674,0.4161,0.6142,0.3244,0.8493
186,hardworking_struggler,5,1,Unclear,0.388,0.3958,0.586,0.2262,0.6049,0.5999,0.5243,0.6584
186,hardworking_struggler,6,2,Struggling but Trying,0.5927,0.3913,0.2837,0.293,0.7286,0.6939,0.3717,1.0
187,inconsistent,0,4,Confident,0.8462,0.8678,0.0776,0.6384,0.6262,0.8224,0.8629,0.1579
187,inconsistent,1,2,Struggling but Trying,0.441,0.5886,0.2924,0.7447,0.6665,0.8251,0.3539,0.8264
187,inconsistent,2,1,Unclear,0.4427,0.1809,0.5215,0.3108,0.4163,0.6735,0.4615,0.6051
187,inconsistent,3,2,Struggling but Trying,0.6367,0.4113,0.5118,0.5963,0.698,0.6839,0.371,0.4958
187,inconsistent,4,3,Understanding,0.6737,0.5926,0.1948,0.6237,0.6237,0.7077,0.6962,0.4595
187,inconsistent,5,3,Understanding,0.7126,0.6949,0.0061,0.6154,0.7695,0.8244,0.6201,0.538
187,inconsistent,6,4,Confident,0.7851,0.8249,0.1998,0.8196,0.717,1.0,0.8127,0.5405
188,hardworking_struggler,0,1,Unclear,0.2251,0.2692,0.6102,0.3382,0.4057,0.44,0.2749,0.8333
188,hardworking_struggler,1,1,Unclear,0.1357,0.3253,0.4851,0.2551,0.3999,0.5036,0.5185,0.494
188,hardworking_struggler,2,2,Struggling but Trying,0.4301,0.5925,0.2181,0.5529,0.7377,0.6697,0.2335,0.6745
188,hardworking_struggler,3,2,Struggling but Trying,0.3743,0.467,0.1114,0.5055,0.8728,0.8917,0.3887,0.7817
188,hardworking_struggler,4,2,Struggling but Trying,0.6124,0.7068,0.3165,0.8609,0.6684,0.6374,0.3077,0.7215
188,hardworking_struggler,5,2,Struggling but Trying,0.4219,0.414,0.2102,0.6868,0.8697,0.7369,0.1561,0.6033
188,hardworking_struggler,6,2,Struggling but Trying,0.5189,0.5065,0.4869,0.785,0.7457,0.7977,0.3243,0.713
188,hardworking_struggler,7,2,Struggling but Trying,0.301,0.3277,0.4084,0.3626,0.984,0.7051,0.6259,0.7025
188,hardworking_struggler,8,2,Struggling but Trying,0.5784,0.6402,0.2094,0.5102,0.6413,0.7843,0.414,0.7043
189,fast_learner,0,1,Unclear,0.2173,0.2569,0.289,0.4691,0.2132,0.5937,0.3561,0.7318
189,fast_learner,1,3,Understanding,0.6648,0.6994,0.0679,0.6898,0.7549,1.0,0.6862,0.2014
189,fast_learner,2,3,Understanding,0.6796,0.9012,0.2671,0.5894,0.7866,0.6728,0.6503,0.5379
189,fast_learner,3,4,Confident,0.9695,0.8575,0.2983,0.7562,0.5571,0.6161,1.0,0.24
189,fast_learner,4,4,Confident,0.8257,0.8047,0.0,0.8565,0.7383,0.8566,0.8941,0.1946
189,fast_learner,5,4,Confident,0.7254,1.0,0.1978,0.9608,0.669,0.8012,0.744,0.0794
190,fast_learner,0,1,Unclear,0.153,0.3185,0.4249,0.2315,0.3596,0.5522,0.4008,0.733
190,fast_learner,1,3,Understanding,0.6449,0.5866,0.0,0.6362,0.798,0.5706,0.6855,0.552
190,fast_learner,2,3,Understanding,0.6729,0.8646,0.1752,0.4255,0.779,0.6528,0.7399,0.3603
190,fast_learner,3,0,Not Trying,0.0,0.1503,0.0433,0.0232,0.0,0.2638,0.3228,0.2899
190,fast_learner,4,2,Struggling but Trying,0.4324,0.5162,0.3765,0.5894,0.8898,0.7619,0.5345,0.766
190,fast_learner,5,1,Unclear,0.2904,0.4741,0.4221,0.2468,0.273,0.4935,0.2512,0.5632
190,fast_learner,6,2,Struggling but Trying,0.2951,0.6985,0.2343,0.7784,0.7984,0.7935,0.2049,0.7506
190,fast_learner,7,3,Understanding,0.8558,0.7274,0.0051,0.5351,0.5977,0.9162,0.8621,0.4755
191,fast_learner,0,3,Understanding,0.7463,0.6137,0.0564,0.5644,0.87,0.9989,0.6649,0.4151
191,fast_learner,1,4,Confident,0.8802,0.795,0.0403,0.8496,0.7014,0.7754,0.8259,0.2087
191,fast_learner,2,4,Confident,0.9562,0.6729,0.2074,0.8163,0.8232,0.8943,0.758,0.1311
191,fast_learner,3,4,Confident,0.8553,0.9199,0.0,0.873,0.4658,0.7499,1.0,0.2278
191,fast_learner,4,4,Confident,0.8143,0.5472,0.0,0.9269,0.6801,0.7396,0.5469,0.038
191,fast_learner,5,3,Understanding,0.7617,0.5703,0.0569,0.6465,0.5565,0.4895,0.6293,0.5244
191,fast_learner,6,4,Confident,0.9675,0.6946,0.0558,0.7678,0.7395,0.7725,0.7641,0.0
191,fast_learner,7,4,Confident,0.913,0.7016,0.0973,0.7463,0.6997,0.7001,0.9198,0.146
192,fast_learner,0,1,Unclear,0.2353,0.4192,0.2832,0.2438,0.3867,0.2996,0.3787,0.6018
192,fast_learner,1,3,Understanding,0.7547,0.7415,0.0,0.6376,0.5587,0.7452,0.349,0.2497
192,fast_learner,2,4,Confident,0.9169,0.8146,0.0,0.6699,0.774,0.7553,1.0,0.226
192,fast_learner,3,4,Confident,0.7411,0.8139,0.0677,0.7553,0.6917,0.8425,1.0,0.2688
192,fast_learner,4,4,Confident,0.9422,0.9584,0.0,0.7752,0.7257,0.871,0.953,0.2663
193,fast_learner,0,1,Unclear,0.3177,0.3634,0.4213,0.1927,0.3738,0.5391,0.1772,0.7617
193,fast_learner,1,3,Understanding,0.6572,0.704,0.0469,0.6599,0.708,0.6434,0.7238,0.3507
193,fast_learner,2,3,Understanding,0.6891,0.5829,0.0216,0.7877,0.6509,0.5727,0.761,0.396
193,fast_learner,3,4,Confident,0.9736,0.8774,0.2896,0.593,0.6518,0.7667,1.0,0.4837
193,fast_learner,4,4,Confident,0.8006,0.7822,0.0,0.706,0.9291,0.7683,0.8355,0.3507
194,hardworking_struggler,0,1,Unclear,0.2206,0.2914,0.2862,0.3271,0.3765,0.4714,0.3982,0.5871
194,hardworking_struggler,1,3,Understanding,0.6794,0.6516,0.0405,0.621,0.9245,0.7418,0.5012,0.5694
194,hardworking_struggler,2,1,Unclear,0.2784,0.2894,0.4781,0.2291,0.5177,0.3636,0.3119,0.882
194,hardworking_struggler,3,2,Struggling but Trying,0.6771,0.4731,0.3257,0.7786,0.5683,0.5871,0.2966,0.8557
194,hardworking_struggler,4,2,Struggling but Trying,0.5097,0.5527,0.5014,0.6755,0.7937,0.9767,0.4701,0.6902
194,hardworking_struggler,5,2,Struggling but Trying,0.3931,0.496,0.3175,0.2938,0.7237,0.8037,0.4712,0.9615
195,disengaged,0,2,Struggling but Trying,0.3631,0.5867,0.4397,0.3647,0.8165,0.968,0.5325,0.4775
195,disengaged,1,2,Struggling but Trying,0.322,0.5523,0.3413,0.2263,0.7139,0.9041,0.4192,0.769
195,disengaged,2,1,Unclear,0.1441,0.3483,0.3552,0.3738,0.4336,0.5112,0.4923,0.6513
195,disengaged,3,0,Not Trying,0.0977,0.1626,0.1497,0.0,0.2749,0.2924,0.2626,0.3784
195,disengaged,4,0,Not Trying,0.0,0.3761,0.0387,0.2565,0.0379,0.4055,0.2045,0.5024
196,disengaged,0,0,Not Trying,0.0013,0.1585,0.2248,0.0,0.1287,0.1715,0.3268,0.511
196,disengaged,1,1,Unclear,0.2239,0.3645,0.3397,0.4887,0.4712,0.5377,0.2508,0.5929
196,disengaged,2,1,Unclear,0.149,0.3614,0.3861,0.2626,0.2297,0.398,0.279,0.6078
196,disengaged,3,0,Not Trying,0.0491,0.0976,0.1107,0.1302,0.0186,0.3173,0.1348,0.6523
196,disengaged,4,1,Unclear,0.2452,0.2807,0.2272,0.1,0.2585,0.5764,0.225,0.4987
196,disengaged,5,2,Struggling but Trying,0.4115,0.4654,0.2871,0.6739,0.8999,1.0,0.1888,0.6387
196,disengaged,6,2,Struggling but Trying,0.4046,0.5861,0.3207,0.7395,0.8751,0.9379,0.3465,0.7373
197,fast_learner,0,1,Unclear,0.2155,0.4805,0.287,0.0794,0.4709,0.3338,0.3245,0.7268
197,fast_learner,1,3,Understanding,0.7848,0.7581,0.175,0.5551,0.7353,0.5543,0.8531,0.2677
197,fast_learner,2,1,Unclear,0.1181,0.277,0.3513,0.2365,0.4873,0.5295,0.2898,0.6826
197,fast_learner,3,3,Understanding,0.7909,0.5861,0.0519,0.707,0.7424,0.6135,0.7474,0.3342
197,fast_learner,4,4,Confident,0.9329,0.7368,0.0,0.7344,0.7692,0.7735,0.7011,0.0687
197,fast_learner,5,4,Confident,0.9086,0.8606,0.0771,0.7257,0.7721,1.0,1.0,0.2125
197,fast_learner,6,4,Confident,0.594,0.9569,0.1287,0.7347,0.5782,0.6498,0.9078,0.2384
197,fast_learner,7,4,Confident,0.8886,0.9467,0.087,0.8995,0.4992,0.6395,0.8026,0.3903
197,fast_learner,8,4,Confident,0.8636,0.7888,0.0,0.9036,0.684,1.0,0.7539,0.5237
197,fast_learner,9,4,Confident,0.7772,0.8732,0.1271,0.773,0.8506,0.9061,0.9275,0.2479
198,fast_learner,0,1,Unclear,0.0624,0.3669,0.3403,0.1444,0.31,0.4595,0.6009,0.7286
198,fast_learner,1,3,Understanding,0.6882,0.5126,0.1872,0.571,0.6597,0.6131,0.6595,0.5885
198,fast_learner,2,3,Understanding,0.8586,0.8728,0.0,0.5068,0.483,0.8322,0.5599,0.3864
198,fast_learner,3,4,Confident,0.9183,0.7015,0.0,0.8002,0.8938,0.7967,0.7471,0.0
198,fast_learner,4,3,Understanding,0.6264,0.5853,0.0,0.4773,0.5847,0.7189,0.4929,0.4741
198,fast_learner,5,1,Unclear,0.4722,0.1796,0.3661,0.3209,0.2263,0.5124,0.45,0.7125
198,fast_learner,6,3,Understanding,0.4822,0.6158,0.2675,0.7594,0.7649,0.9103,0.4008,0.5534
198,fast_learner,7,4,Confident,0.8141,1.0,0.0696,0.5369,0.7958,0.7064,1.0,0.3212
198,fast_learner,8,3,Understanding,0.8502,0.7939,0.0372,0.6318,0.762,0.7026,0.6065,0.4548
198,fast_learner,9,4,Confident,0.6567,0.8739,0.0,0.6808,0.5374,0.5857,0.9054,0.2211
199,inconsistent,0,2,Struggling but Trying,0.4448,0.5823,0.3965,0.5197,0.5277,0.7016,0.3873,0.6491
199,inconsistent,1,2,Struggling but Trying,0.457,0.743,0.2512,0.5497,0.5926,0.9616,0.5137,0.8547
199,inconsistent,2,2,Struggling but Trying,0.4073,0.4698,0.471,0.6259,0.4837,0.8591,0.3244,0.8668
199,inconsistent,3,2,Struggling but Trying,0.2759,0.5269,0.3211,0.5936,0.8191,0.9945,0.4538,0.753
199,inconsistent,4,2,Struggling but Trying,0.6743,0.5915,0.3206,0.6019,0.7807,0.8024,0.6815,0.6526
199,inconsistent,5,3,Understanding,0.6874,0.552,0.1012,0.5844,0.7693,0.7619,0.5171,0.6412
200,hardworking_struggler,0,1,Unclear,0.2464,0.4204,0.2923,0.3156,0.3289,0.3101,0.3666,0.6427
200,hardworking_struggler,1,2,Struggling but Trying,0.4864,0.6273,0.2151,0.5096,0.6582,0.6921,0.3227,0.7245
200,hardworking_struggler,2,1,Unclear,0.282,0.2443,0.4794,0.4133,0.2419,0.6591,0.3925,0.6797
200,hardworking_struggler,3,3,Understanding,0.6974,0.7545,0.1387,0.6095,0.4569,0.8185,0.6014,0.5511
200,hardworking_struggler,4,1,Unclear,0.2152,0.4523,0.3705,0.3196,0.3334,0.7189,0.2573,0.6581
200,hardworking_struggler,5,2,Struggling but Trying,0.5227,0.4418,0.253,0.488,0.7575,0.6374,0.1084,0.8095
200,hardworking_struggler,6,2,Struggling but Trying,0.5354,0.6559,0.2836,0.7059,0.7471,1.0,0.3407,0.4426
